ref,cmd,family,rci,changes_settings,no_prefix,no_wipes_list,multiple_input,context,interface_type,args,required_args,source,entry
3.29.189,interface security-level,interface,/rci/interface/security-level,yes,no,no,no,,IP,,,03_commands_interface(1).md:7870,entries/interface-other.md
3.29.190,interface sfp init-timeout,interface,/rci/interface/sfp/init-timeout,yes,yes,no,no,,Ethernet,auto:Keyword;timeout:Integer,timeout,03_commands_interface(1).md:7945,entries/interface-other.md
3.29.191,interface sfp pcs,interface,/rci/interface/sfp/pcs,yes,yes,no,no,,Ethernet,mode:Keyword,mode,03_commands_interface(1).md:8015,entries/interface-other.md
3.29.192,interface sfp rx-los,interface,/rci/interface/sfp/rx-los,yes,yes,no,no,,Ethernet,mode:Keyword,mode,03_commands_interface(1).md:8084,entries/interface-other.md
3.29.193,interface sim pin,interface,/rci/interface/sim/pin,no,yes,no,no,,Usb,pin:String,pin,03_commands_interface(1).md:8134,entries/interface-other.md
3.29.194,interface sim slot,interface,/rci/interface/sim/slot,yes,yes,no,no,,Usb,slot:Keyword,slot,03_commands_interface(1).md:8175,entries/interface-other.md
3.29.195,interface spatial-reuse,interface,/rci/interface/spatial-reuse,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:8216,entries/interface-other.md
3.29.196,interface speed,interface,/rci/interface/speed,yes,yes,no,no,,Ethernet,10:Keyword;auto:Keyword,,03_commands_interface(1).md:8255,entries/interface-other.md
3.29.197,interface speed nonegotiate,interface,/rci/interface/speed/nonegotiate,yes,yes,no,no,,Ethernet,,,03_commands_interface(1).md:8300,entries/interface-other.md
3.29.198,interface ssid,interface,/rci/interface/ssid,yes,yes,no,no,,WiFi,ssid:String,ssid,03_commands_interface(1).md:8338,entries/interface-other.md
3.29.199,interface standby enable,interface,/rci/interface/standby/enable,yes,yes,no,no,,,,,03_commands_interface(1).md:8389,entries/interface-other.md
3.29.200,interface storm-control disable,interface,/rci/interface/storm-control/disable,yes,yes,no,no,,Bridge,,,03_commands_interface(1).md:8433,entries/interface-other.md
3.29.201,interface switchport access,interface,/rci/interface/switchport/access,yes,yes,no,no,,Port,vid:Integer,vid,03_commands_interface(1).md:8472,entries/interface-other.md
3.29.202,interface switchport friend,interface,/rci/interface/switchport/friend,yes,yes,no,no,,Port,vid:Integer,vid,03_commands_interface(1).md:8513,entries/interface-other.md
3.29.203,interface switchport mode,interface,/rci/interface/switchport/mode,yes,yes,no,no,,Port,mode:Keyword;q-in-q:Keyword,,03_commands_interface(1).md:8556,entries/interface-other.md
3.29.204,interface switchport trunk,interface,/rci/interface/switchport/trunk,yes,yes,yes,yes,,Port,vid:Integer,vid,03_commands_interface(1).md:8611,entries/interface-other.md
3.29.205,interface target-waketime,interface,/rci/interface/target-waketime,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:8654,entries/interface-other.md
3.29.206,interface traffic-counter action disconnect,interface,/rci/interface/traffic-counter/action/disconnect,yes,no,no,no,,Usb,trigger:Keyword,trigger,03_commands_interface(1).md:8693,entries/interface-traffic-counter.md
3.29.207,interface traffic-counter action sms-alert message,interface,/rci/interface/traffic-counter/action/sms-alert/message,yes,no,no,no,,Usb,trigger:Keyword;message:String,trigger;message,03_commands_interface(1).md:8724,entries/interface-traffic-counter.md
3.29.208,interface traffic-counter action sms-alert phone,interface,/rci/interface/traffic-counter/action/sms-alert/phone,yes,no,no,yes,,Usb,trigger:Keyword;phone:String,trigger;phone,03_commands_interface(1).md:8761,entries/interface-traffic-counter.md
3.29.209,interface traffic-counter enable,interface,/rci/interface/traffic-counter/enable,yes,yes,no,no,,Usb,,,03_commands_interface(1).md:8796,entries/interface-traffic-counter.md
3.29.210,interface traffic-counter limit,interface,/rci/interface/traffic-counter/limit,yes,yes,no,no,,Usb,value:Integer;unit:String,value;unit,03_commands_interface(1).md:8832,entries/interface-traffic-counter.md
3.29.211,interface traffic-counter monthly,interface,/rci/interface/traffic-counter/monthly,yes,yes,no,no,,Usb,day-of-month:Keyword,,03_commands_interface(1).md:8874,entries/interface-traffic-counter.md
3.29.212,interface traffic-counter set,interface,/rci/interface/traffic-counter/set,yes,no,no,no,,Usb,value:Integer;unit:String,value;unit,03_commands_interface(1).md:8916,entries/interface-traffic-counter.md
3.29.213,interface traffic-counter threshold,interface,/rci/interface/traffic-counter/threshold,yes,yes,no,no,,Usb,threshold:Integer,threshold,03_commands_interface(1).md:8948,entries/interface-traffic-counter.md
3.29.214,interface traffic-shape,interface,/rci/interface/traffic-shape,yes,yes,no,no,,,rate:Integer;schedule:Schedule;upstream-rate:Keyword,rate,03_commands_interface(1).md:8991,entries/interface-other.md
3.29.215,interface tty init,interface,/rci/interface/tty/init,yes,yes,no,no,,Usb,index:Integer;string:String;delay:Integer,string,03_commands_interface(1).md:9045,entries/interface-other.md
3.29.216,interface tty send,interface,/rci/interface/tty/send,yes,no,no,no,,Usb,command:String;expect:String;timeout:Integer,command,03_commands_interface(1).md:9092,entries/interface-other.md
3.29.217,interface tunnel destination,interface,/rci/interface/tunnel/destination,yes,yes,no,no,,Tunnel,destination:Keyword,,03_commands_interface(1).md:9141,entries/interface-other.md
3.29.218,interface tunnel eoip id,interface,/rci/interface/tunnel/eoip/id,yes,yes,no,no,,Eoip,id:Integer,id,03_commands_interface(1).md:9186,entries/interface-other.md
3.29.219,interface tunnel gre keepalive,interface,/rci/interface/tunnel/gre/keepalive,yes,yes,no,no,,Tunnel,interval:Integer;count:Integer,interval,03_commands_interface(1).md:9227,entries/interface-other.md
3.29.220,interface tunnel source,interface,/rci/interface/tunnel/source,yes,no,no,no,,Tunnel,auto:Keyword;interface:Interface;address:IP address,interface;address,03_commands_interface(1).md:9281,entries/interface-other.md
3.29.221,interface tx-burst,interface,/rci/interface/tx-burst,yes,yes,no,no,,,,,03_commands_interface(1).md:9319,entries/interface-other.md
3.29.222,interface tx-queue length,interface,/rci/interface/tx-queue/length,yes,yes,no,no,,,length:Integer,length,03_commands_interface(1).md:9349,entries/interface-other.md
3.29.223,interface tx-queue scheduler cake,interface,/rci/interface/tx-queue/scheduler/cake,yes,yes,no,no,,,,,03_commands_interface(1).md:9391,entries/interface-other.md
3.29.224,interface tx-queue scheduler fq_codel,interface,/rci/interface/tx-queue/scheduler/fq_codel,yes,yes,no,no,,,,,03_commands_interface.md:9427,entries/interface-other.md
3.29.225,interface up,interface,/rci/interface/up,yes,yes,no,no,,,,,03_commands_interface(1).md:9462,entries/interface-other.md
3.29.226,interface uplink-mumimo,interface,/rci/interface/uplink-mumimo,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:9493,entries/interface-other.md
3.29.227,interface uplink-ofdma,interface,/rci/interface/uplink-ofdma,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:9531,entries/interface-other.md
3.29.228,interface usb acq,interface,/rci/interface/usb/acq,yes,yes,no,no,,Usb,acq:Keyword,acq,03_commands_interface(1).md:9569,entries/interface-other.md
3.29.229,interface usb apn,interface,/rci/interface/usb/apn,yes,yes,no,no,,Usb,apn:String,apn,03_commands_interface(1).md:9613,entries/interface-other.md
3.29.230,interface usb device-id,interface,/rci/interface/usb/device-id,yes,yes,no,no,,Usb,vendor:String;model:String,vendor;model,03_commands_interface(1).md:9654,entries/interface-other.md
3.29.231,interface usb port-id,interface,/rci/interface/usb/port-id,yes,yes,no,no,,Usb,port:String;auto:Keyword,port,03_commands_interface(1).md:9698,entries/interface-other.md
3.29.232,interface usb power-cycle,interface,/rci/interface/usb/power-cycle,no,no,no,no,,Usb,pause:Integer,pause,03_commands_interface(1).md:9745,entries/interface-other.md
3.29.233,interface usb power-fail,interface,/rci/interface/usb/power-fail,yes,no,no,no,,Usb,interval:Integer;pause:Integer;reboot:Keyword,interval;pause,03_commands_interface(1).md:9779,entries/interface-other.md
3.29.234,interface usb wwan-force-connected,interface,/rci/interface/usb/wwan-force-connected,yes,yes,no,no,,Usb,,,03_commands_interface(1).md:9816,entries/interface-other.md
3.29.235,interface vlan qos egress map,interface,/rci/interface/vlan/qos/egress/map,yes,yes,no,yes,,Ethernet,pcp:Keyword;priority:Keyword,,03_commands_interface(1).md:9852,entries/interface-other.md
3.29.236,interface web-api address,interface,/rci/interface/web-api/address,yes,yes,no,no,,Usb,address:IP address,address,03_commands_interface(1).md:9917,entries/interface-other.md
3.29.237,interface web-api login,interface,/rci/interface/web-api/login,yes,yes,no,no,,Usb,login:String,login,03_commands_interface(1).md:9959,entries/interface-other.md
3.29.238,interface web-api password,interface,/rci/interface/web-api/password,yes,yes,no,no,,Usb,password:String,password,03_commands_interface(1).md:10002,entries/interface-other.md
3.29.239,interface wireguard asc,interface,/rci/interface/wireguard/asc,yes,yes,no,no,,Wireguard,jc:String;jmin:String;jmax:String;s1:String;s2:String;h1:String;h2:String;h3:String;h4:String,jc;jmin;jmax;s1;s2;h1;h2;h3;h4,03_commands_interface(1).md:10044,entries/interface-wireguard.md
3.29.240,interface wireguard listen-port,interface,/rci/interface/wireguard/listen-port,yes,yes,no,no,,Wireguard,port:Integer,port,03_commands_interface(1).md:10101,entries/interface-wireguard.md
3.29.241,interface wireguard obfs-key,interface,/rci/interface/wireguard/obfs-key,yes,yes,no,no,,Wireguard,obfs-key:String,obfs-key,03_commands_interface(1).md:10144,entries/interface-wireguard.md
3.29.242,interface wireguard peer,interface,/rci/interface/wireguard/peer,yes,yes,no,yes,(config-wg-peer),Wireguard,key:String,key,03_commands_interface(1).md:10189,entries/interface-wireguard.md
3.29.242.1,interface wireguard peer allow-ips,interface,/rci/interface/wireguard/peer/allow-ips,yes,yes,yes,yes,,Wireguard,address:IP address;mask:IP-mask,address;mask,03_commands_interface(1).md:10241,entries/interface-wireguard.md
3.29.242.2,interface wireguard peer client-id send,interface,/rci/interface/wireguard/peer/client-id/send,yes,yes,no,no,,Wireguard,client-id:String,client-id,03_commands_interface(1).md:10300,entries/interface-wireguard.md
3.29.242.3,interface wireguard peer connect,interface,/rci/interface/wireguard/peer/connect,yes,yes,no,no,,WireGuard,via:Interface,via,03_commands_interface(1).md:10347,entries/interface-wireguard.md
3.29.242.4,interface wireguard peer endpoint,interface,/rci/interface/wireguard/peer/endpoint,yes,yes,no,no,,Wireguard,address:IP address;port:Integer,address,03_commands_interface(1).md:10391,entries/interface-wireguard.md
3.29.242.5,interface wireguard peer keepalive-interval,interface,/rci/interface/wireguard/peer/keepalive-interval,yes,yes,no,no,,Wireguard,interval:Integer,interval,03_commands_interface(1).md:10437,entries/interface-wireguard.md
3.29.242.6,interface wireguard peer obfs-key,interface,/rci/interface/wireguard/peer/obfs-key,yes,yes,no,no,,Wireguard,obfs-key:String,obfs-key,03_commands_interface(1).md:10484,entries/interface-wireguard.md
3.29.242.7,interface wireguard peer preshared-key,interface,/rci/interface/wireguard/peer/preshared-key,yes,yes,no,no,,Wireguard,preshared-key:Keyword,,03_commands_interface(1).md:10530,entries/interface-wireguard.md
3.29.243,interface wireguard private-key,interface,/rci/interface/wireguard/private-key,no,no,no,no,,Wireguard,private-key:Keyword,,03_commands_interface(1).md:10579,entries/interface-wireguard.md
3.29.244,interface wmm,interface,/rci/interface/wmm,yes,yes,no,no,,Access Point,,,03_commands_interface(1).md:10618,entries/interface-other.md
3.29.245,interface wpa-eap radius secret,interface,/rci/interface/wpa-eap/radius/secret,yes,yes,no,no,,Bridge,secret:String,secret,03_commands_interface(1).md:10646,entries/interface-other.md
3.29.246,interface wpa-eap radius server,interface,/rci/interface/wpa-eap/radius/server,yes,yes,no,no,,Bridge,address:IP address;port:Integer,address,03_commands_interface(1).md:10690,entries/interface-other.md
3.29.247,interface wps,interface,/rci/interface/wps,yes,yes,no,no,,WiFi,,,03_commands_interface(1).md:10739,entries/interface-other.md
3.29.248,interface wps auto-self-pin,interface,/rci/interface/wps/auto-self-pin,yes,yes,no,no,,WiFi,,,03_commands_interface(1).md:10767,entries/interface-other.md
3.29.249,interface wps button,interface,/rci/interface/wps/button,no,no,no,no,,WiFi,direction:Keyword,direction,03_commands_interface(1).md:10800,entries/interface-other.md
3.29.250,interface wps peer,interface,/rci/interface/wps/peer,no,no,no,no,,WiFi,direction:Keyword;pin:String,direction;pin,03_commands_interface(1).md:10834,entries/interface-other.md
3.29.251,interface wps self-pin,interface,/rci/interface/wps/self-pin,no,no,no,no,,WiFi,direction:Keyword,direction,03_commands_interface(1).md:10870,entries/interface-other.md
3.29.252,interface zerotier accept-addresses,interface,/rci/interface/zerotier/accept-addresses,yes,yes,no,no,,ZeroTier,,,03_commands_interface(1).md:10904,entries/interface-other.md
3.29.253,interface zerotier accept-routes,interface,/rci/interface/zerotier/accept-routes,yes,yes,no,no,,ZeroTier,,,03_commands_interface(1).md:10940,entries/interface-other.md
3.29.254,interface zerotier connect,interface,/rci/interface/zerotier/connect,yes,yes,no,no,,ZeroTier,via:Interface,,03_commands_interface(1).md:10976,entries/interface-other.md
3.29.255,interface zerotier network-id,interface,/rci/interface/zerotier/network-id,yes,yes,no,no,,ZeroTier,network-id:String,network-id,03_commands_interface(1).md:11019,entries/interface-other.md
3.30,ip arp,ip,/rci/ip/arp,yes,yes,yes,yes,,,ip:IP address;mac:MAC address,ip;mac,04_commands_ip_ipv6_network(1).md:5,entries/ip-other.md
3.31,ip conntrack lockout disable,ip,/rci/ip/conntrack/lockout/disable,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:51,entries/ip-other.md
3.32,ip conntrack lockout duration,ip,/rci/ip/conntrack/lockout/duration,yes,yes,no,no,,IP,duration:Integer,duration,04_commands_ip_ipv6_network(1).md:87,entries/ip-other.md
3.33,ip conntrack lockout threshold public,ip,/rci/ip/conntrack/lockout/threshold/public,yes,yes,no,no,,IP,public:Integer,public,04_commands_ip_ipv6_network(1).md:131,entries/ip-other.md
3.34,ip conntrack max-entries,ip,/rci/ip/conntrack/max-entries,yes,no,no,no,,IP,max-entries:Keyword,,04_commands_ip_ipv6_network(1).md:177,entries/ip-other.md
3.35,ip conntrack sweep threshold,ip,/rci/ip/conntrack/sweep/threshold,yes,yes,no,no,,IP,threshold:Integer,threshold,04_commands_ip_ipv6_network(1).md:207,entries/ip-other.md
3.36,ip dhcp class,ip,/rci/ip/dhcp/class,no,yes,no,yes,(config-dhcp-class),,class:String,class,04_commands_ip_ipv6_network(1).md:254,entries/ip-dhcp.md
3.36.1,ip dhcp class option,ip,/rci/ip/dhcp/class/option,yes,yes,no,yes,,,number:Integer;data:String,number;data,04_commands_ip_ipv6_network(1).md:292,entries/ip-dhcp.md
3.37,ip dhcp host,ip,/rci/ip/dhcp/host,yes,yes,no,yes,,,ip:IP address;host:String;mac:MAC address,host,04_commands_ip_ipv6_network(1).md:329,entries/ip-dhcp.md
3.38,ip dhcp pool,ip,/rci/ip/dhcp/pool,yes,yes,no,yes,(config-dhcp-pool),,name:String,name,04_commands_ip_ipv6_network(1).md:378,entries/ip-dhcp.md
3.38.1,ip dhcp pool bind,ip,/rci/ip/dhcp/pool/bind,yes,yes,no,no,,Ethernet,interface:Interface,interface,04_commands_ip_ipv6_network(1).md:430,entries/ip-dhcp.md
3.38.2,ip dhcp pool bootfile,ip,/rci/ip/dhcp/pool/bootfile,yes,yes,no,no,,Ethernet,bootfile:Filename,bootfile,04_commands_ip_ipv6_network(1).md:463,entries/ip-dhcp.md
3.38.3,ip dhcp pool class,ip,/rci/ip/dhcp/pool/class,yes,yes,no,yes,(config-dhcp-pool-class),,class:String,class,04_commands_ip_ipv6_network(1).md:504,entries/ip-dhcp.md
3.38.3.1,ip dhcp pool class option,ip,/rci/ip/dhcp/pool/class/option,yes,yes,no,yes,,,number:Keyword;type:Keyword;data:String,number;type;data,04_commands_ip_ipv6_network(1).md:545,entries/ip-dhcp.md
3.38.4,ip dhcp pool debug,ip,/rci/ip/dhcp/pool/debug,yes,yes,no,no,,,,,04_commands_ip_ipv6_network(1).md:589,entries/ip-dhcp.md
3.38.5,ip dhcp pool default-router,ip,/rci/ip/dhcp/pool/default-router,yes,yes,no,no,,,address:IP address,address,04_commands_ip_ipv6_network(1).md:614,entries/ip-dhcp.md
3.38.6,ip dhcp pool dns-server,ip,/rci/ip/dhcp/pool/dns-server,yes,yes,no,no,,,address1:IP address;address2:IP address;disable:Keyword,address1,04_commands_ip_ipv6_network(1).md:652,entries/ip-dhcp.md
3.38.7,ip dhcp pool domain,ip,/rci/ip/dhcp/pool/domain,yes,yes,no,no,,,domain:String,domain,04_commands_ip_ipv6_network(1).md:693,entries/ip-dhcp.md
3.38.8,ip dhcp pool enable,ip,/rci/ip/dhcp/pool/enable,yes,yes,no,no,,,,,04_commands_ip_ipv6_network(1).md:729,entries/ip-dhcp.md
3.38.9,ip dhcp pool lease,ip,/rci/ip/dhcp/pool/lease,yes,yes,no,no,,,lease:Integer,lease,04_commands_ip_ipv6_network(1).md:759,entries/ip-dhcp.md
3.38.10,ip dhcp pool next-server,ip,/rci/ip/dhcp/pool/next-server,yes,yes,no,no,,Ethernet,address:IP address,address,04_commands_ip_ipv6_network(1).md:800,entries/ip-dhcp.md
3.38.11,ip dhcp pool option,ip,/rci/ip/dhcp/pool/option,yes,yes,no,yes,,Ethernet,number:Keyword;type:Keyword;data:String,number;data,04_commands_ip_ipv6_network(1).md:841,entries/ip-dhcp.md
3.38.12,ip dhcp pool range,ip,/rci/ip/dhcp/pool/range,yes,yes,no,no,,,begin:IP address;end:IP address;size:Integer,begin;end;size,04_commands_ip_ipv6_network(1).md:908,entries/ip-dhcp.md
3.38.13,ip dhcp pool update-dns,ip,/rci/ip/dhcp/pool/update-dns,yes,yes,no,no,,,,,04_commands_ip_ipv6_network(1).md:952,entries/ip-dhcp.md
3.38.14,ip dhcp pool wpad,ip,/rci/ip/dhcp/pool/wpad,yes,yes,no,no,,,wpad:String,wpad,04_commands_ip_ipv6_network(1).md:985,entries/ip-dhcp.md
3.39,ip dhcp relay enable,ip,/rci/ip/dhcp/relay/enable,yes,yes,no,no,,Ethernet,,,04_commands_ip_ipv6_network(1).md:1021,entries/ip-dhcp.md
3.40,ip dhcp relay lan,ip,/rci/ip/dhcp/relay/lan,yes,yes,yes,yes,,,interface:Interface,interface,04_commands_ip_ipv6_network(1).md:1057,entries/ip-dhcp.md
3.41,ip dhcp relay server,ip,/rci/ip/dhcp/relay/server,yes,yes,no,no,,,address:IP address,address,04_commands_ip_ipv6_network(1).md:1099,entries/ip-dhcp.md
3.42,ip dhcp relay upstream interface,ip,/rci/ip/dhcp/relay/upstream/interface,yes,yes,no,no,,Ethernet,interface:Interface,interface,04_commands_ip_ipv6_network(1).md:1135,entries/ip-dhcp.md
3.43,ip dhcp relay upstream server,ip,/rci/ip/dhcp/relay/upstream/server,yes,yes,no,no,,Ethernet,server:IP address,server,04_commands_ip_ipv6_network(1).md:1178,entries/ip-dhcp.md
3.44,ip dhcp relay wan,ip,/rci/ip/dhcp/relay/wan,yes,yes,no,no,,,interface:Interface,interface,04_commands_ip_ipv6_network(1).md:1220,entries/ip-dhcp.md
3.45,ip esp alg enable,ip,/rci/ip/esp/alg/enable,yes,yes,no,no,,,,,04_commands_ip_ipv6_network(1).md:1261,entries/ip-other.md
3.46,ip flow-cache timeout active,ip,/rci/ip/flow-cache/timeout/active,yes,yes,no,no,,,timeout:Integer,timeout,04_commands_ip_ipv6_network(1).md:1295,entries/ip-other.md
3.47,ip flow-cache timeout inactive,ip,/rci/ip/flow-cache/timeout/inactive,yes,yes,no,no,,,timeout:Integer,timeout,04_commands_ip_ipv6_network(1).md:1335,entries/ip-other.md
3.48,ip flow-export destination,ip,/rci/ip/flow-export/destination,yes,yes,no,no,,,address:IP address;port:Integer,address;port,04_commands_ip_ipv6_network(1).md:1375,entries/ip-other.md
3.49,ip flow-export version,ip,/rci/ip/flow-export/version,yes,yes,no,no,,,version:String,version,04_commands_ip_ipv6_network(1).md:1418,entries/ip-other.md
3.50,ip ftp,ip,/rci/ip/ftp,no,no,no,no,(config-ftp),IP,,,04_commands_ip_ipv6_network(1).md:1457,entries/ip-other.md
3.50.1,ip ftp client-charset,ip,/rci/ip/ftp/client-charset,yes,yes,no,no,,IP,charset:Keyword,charset,04_commands_ip_ipv6_network(1).md:1483,entries/ip-other.md
3.50.2,ip ftp lockout-policy,ip,/rci/ip/ftp/lockout-policy,yes,yes,no,no,,IP,threshold:Integer;duration:Integer;observation-window:Keyword,threshold,04_commands_ip_ipv6_network(1).md:1596,entries/ip-other.md
3.50.3,ip ftp permissive,ip,/rci/ip/ftp/permissive,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:1652,entries/ip-other.md
3.50.4,ip ftp security-level,ip,/rci/ip/ftp/security-level,yes,no,no,no,,IP,public:Keyword;private:Keyword;protected:Keyword,,04_commands_ip_ipv6_network(1).md:1685,entries/ip-other.md
3.51,ip host,ip,/rci/ip/host,yes,yes,no,yes,,,domain:String;address:IP address,domain;address,04_commands_ip_ipv6_network(1).md:1719,entries/ip-other.md
3.52,ip hotspot,ip,/rci/ip/hotspot,no,no,no,no,(config-hotspot),IP,,,04_commands_ip_ipv6_network(1).md:1756,entries/ip-hotspot.md
3.52.1,ip hotspot auto-register disable,ip,/rci/ip/hotspot/auto-register/disable,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:1782,entries/ip-hotspot.md
3.52.2,ip hotspot auto-scan interface,ip,/rci/ip/hotspot/auto-scan/interface,yes,yes,no,yes,,IP,interface:Interface,interface,04_commands_ip_ipv6_network(1).md:1819,entries/ip-hotspot.md
3.52.3,ip hotspot auto-scan interval,ip,/rci/ip/hotspot/auto-scan/interval,yes,yes,no,no,,IP,interval:Integer,interval,04_commands_ip_ipv6_network(1).md:1862,entries/ip-hotspot.md
3.52.4,ip hotspot auto-scan passive,ip,/rci/ip/hotspot/auto-scan/passive,yes,yes,no,no,,IP,rate:Integer,rate,04_commands_ip_ipv6_network(1).md:1905,entries/ip-hotspot.md
3.52.5,ip hotspot auto-scan timeout,ip,/rci/ip/hotspot/auto-scan/timeout,yes,yes,no,no,,IP,timeout:Integer,timeout,04_commands_ip_ipv6_network(1).md:1946,entries/ip-hotspot.md
3.52.6,ip hotspot default-policy,ip,/rci/ip/hotspot/default-policy,yes,yes,no,yes,,IP,access:Keyword;policy:Policy,access;policy,04_commands_ip_ipv6_network(1).md:1990,entries/ip-hotspot.md
3.52.7,ip hotspot host,ip,/rci/ip/hotspot/host,yes,yes,no,yes,,IP,mac:MAC address;access:Keyword;schedule:Schedule;policy:Policy,mac;access;schedule;policy,04_commands_ip_ipv6_network(1).md:2043,entries/ip-hotspot.md
3.52.8,ip hotspot host conform,ip,/rci/ip/hotspot/host/conform,yes,yes,no,no,,IP,mac:MAC address,mac,04_commands_ip_ipv6_network(1).md:2110,entries/ip-hotspot.md
3.52.9,ip hotspot host priority,ip,/rci/ip/hotspot/host/priority,yes,yes,no,no,,IP,mac:MAC address;priority:Keyword,mac;priority,04_commands_ip_ipv6_network(1).md:2153,entries/ip-hotspot.md
3.52.10,ip hotspot policy,ip,/rci/ip/hotspot/policy,yes,yes,no,yes,,IP,interface:Interface;access:Keyword;policy:Policy,interface;access;policy,04_commands_ip_ipv6_network(1).md:2203,entries/ip-hotspot.md
3.52.11,ip hotspot priority,ip,/rci/ip/hotspot/priority,yes,yes,no,yes,,IP,interface:Interface;priority:Keyword,interface;priority,04_commands_ip_ipv6_network(1).md:2256,entries/ip-hotspot.md
3.52.12,ip hotspot wake,ip,/rci/ip/hotspot/wake,no,no,no,no,,IP,mac:MAC address,mac,04_commands_ip_ipv6_network(1).md:2303,entries/ip-hotspot.md
3.53,ip http lockout-policy,ip,/rci/ip/http/lockout-policy,yes,yes,no,no,,IP,threshold:Integer;duration:Integer;observation-window:Keyword,threshold,04_commands_ip_ipv6_network(1).md:2332,entries/ip-http.md
3.54,ip http log access,ip,/rci/ip/http/log/access,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2389,entries/ip-http.md
3.55,ip http log auth,ip,/rci/ip/http/log/auth,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2424,entries/ip-http.md
3.56,ip http log webdav,ip,/rci/ip/http/log/webdav,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2460,entries/ip-http.md
3.57,ip http port,ip,/rci/ip/http/port,yes,yes,no,no,,IP,port:Integer,port,04_commands_ip_ipv6_network(1).md:2496,entries/ip-http.md
3.58,ip http proxy,ip,/rci/ip/http/proxy,yes,yes,no,yes,(config-http-proxy),IP,name:String,name,04_commands_ip_ipv6_network(1).md:2536,entries/ip-http.md
3.58.1,ip http proxy auth,ip,/rci/ip/http/proxy/auth,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2576,entries/ip-http.md
3.58.2,ip http proxy dns-override,ip,/rci/ip/http/proxy/dns-override,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2611,entries/ip-http.md
3.58.3,ip http proxy domain,ip,/rci/ip/http/proxy/domain,yes,yes,no,no,,IP,domain:String,domain,04_commands_ip_ipv6_network(1).md:2657,entries/ip-http.md
3.58.4,ip http proxy domain ndns,ip,/rci/ip/http/proxy/domain/ndns,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2698,entries/ip-http.md
3.58.5,ip http proxy force-host,ip,/rci/ip/http/proxy/force-host,yes,yes,no,no,,IP,force-host:String,force-host,04_commands_ip_ipv6_network(1).md:2735,entries/ip-http.md
3.58.6,ip http proxy preserve-host,ip,/rci/ip/http/proxy/preserve-host,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2781,entries/ip-http.md
3.58.7,ip http proxy preserve-origin,ip,/rci/ip/http/proxy/preserve-origin,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2818,entries/ip-http.md
3.58.8,ip http proxy preserve-referer,ip,/rci/ip/http/proxy/preserve-referer,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2855,entries/ip-http.md
3.58.9,ip http proxy security-level,ip,/rci/ip/http/proxy/security-level,yes,yes,no,no,,IP,public:Keyword;private:Keyword,,04_commands_ip_ipv6_network(1).md:2892,entries/ip-http.md
3.58.10,ip http proxy ssl redirect,ip,/rci/ip/http/proxy/ssl/redirect,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:2936,entries/ip-http.md
3.58.11,ip http proxy timeout,ip,/rci/ip/http/proxy/timeout,yes,yes,no,no,,IP,timeout:Integer,timeout,04_commands_ip_ipv6_network(1).md:2973,entries/ip-http.md
3.58.12,ip http proxy upstream,ip,/rci/ip/http/proxy/upstream,yes,yes,no,no,,IP,http:Keyword;https:Keyword;connect:Keyword;mac:MAC address;ip:IP address;fqdn:FQDN;port:Integer,mac;ip;fqdn,04_commands_ip_ipv6_network(1).md:3016,entries/ip-http.md
3.58.13,ip http proxy x-real-ip,ip,/rci/ip/http/proxy/x-real-ip,yes,yes,no,no,,IP,,,04_commands_ip_ipv6_network(1).md:3073,entries/ip-http.md
3.59,ip http security-level,ip,/rci/ip/http/security-level,yes,no,no,no,,IP,public:Keyword;ssl:Keyword;private:Keyword;protected:Keyword,,04_commands_ip_ipv6_network(1).md:3111,entries/ip-http.md
3.60,ip http ssl acme debug,ip,/rci/ip/http/ssl/acme/debug,yes,yes,no,no,,,,,04_commands_ip_ipv6_network(1).md:3156,entries/ip-http.md
3.61,ip http ssl acme ecdsa,ip,/rci/ip/http/ssl/acme/ecdsa,yes,yes,no,no,,,,,04_commands_ip_ipv6_network(1).md:3190,entries/ip-http.md
3.62,ip http ssl acme get,ip,/rci/ip/http/ssl/acme/get,no,no,no,no,,,domain:String,,04_commands_ip_ipv6_network(1).md:3224,entries/ip-http.md
